,mIOU,Speed (ms),background,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tv
2007_000033.jpg,0.8939931988716125,3.9885,0.9624968634793183,0.8254894916472068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000042.jpg,0.8756710886955261,3.9892,0.8747545601039988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000061.jpg,0.7363088130950928,3.989,0.9637183969289635,0.0,0.0,0.0,0.5088991986503585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000123.jpg,0.9390108585357666,2.9929,0.963022861311559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000129.jpg,0.7514808773994446,3.9897,0.8070500685423331,0.0,0.6381033768386161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000175.jpg,0.8151699900627136,3.9871,0.8647867902462865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000187.jpg,0.8759080171585083,3.984,0.9480123671667878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000323.jpg,0.8789023160934448,2.9874,0.8273595653316975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000332.jpg,0.7727362513542175,2.9883,0.9247839841352283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000346.jpg,0.5945674180984497,3.9794,0.8793826470201289,0.0,0.0,0.0,0.0,0.6115836717247275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000452.jpg,0.32081493735313416,3.9878,0.9375596481725089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14707035077405448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000464.jpg,0.9132398366928101,3.9883,0.98702652216255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8394530974698711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000491.jpg,0.5717911124229431,3.9933,0.8306410521242168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8847321947470052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000529.jpg,0.301013320684433,2.9943,0.90304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000559.jpg,0.46591717004776,3.9945,0.9139474903368114,0.0,0.0,0.0,0.0,0.2045097011012061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000572.jpg,0.5532516241073608,2.9919,0.8789564586175392,0.0,0.22754682320993572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000629.jpg,0.576564610004425,2.9953,0.982190864302658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000636.jpg,0.8767221570014954,3.9918,0.9514655664173914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000661.jpg,0.40587785840034485,3.9895,0.9851425681229057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000663.jpg,0.4359462857246399,3.9868,0.8301620500263565,0.0,0.0,0.0,0.0,0.0,0.9032454272928705,0.010377630441049293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
