,mIOU,Speed (ms),background,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tv
2007_000033.jpg,0.9531881809234619,4205.2989,0.9836347103118896,0.9227416515350342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000042.jpg,0.9429128170013428,4200.1417,0.9316011667251587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9542245268821716,0.0
2007_000061.jpg,0.8157389163970947,4191.3531,0.975840151309967,0.0,0.0,0.0,0.6556376814842224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000123.jpg,0.6453454494476318,4146.2414,0.9741736054420471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9618626832962036,0.0
2007_000129.jpg,0.8860415816307068,4174.1529,0.9344872236251831,0.0,0.8144269585609436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9092104434967041,0.0,0.0,0.0,0.0,0.0
2007_000175.jpg,0.9545698165893555,4190.8641,0.968640923500061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9404987096786499,0.0,0.0,0.0
2007_000187.jpg,0.8943365216255188,4205.4045,0.9400756359100342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8485974073410034
2007_000323.jpg,0.9630513191223145,4216.3877,0.9425017237663269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9836009740829468,0.0,0.0,0.0,0.0,0.0
2007_000332.jpg,0.5745204091072083,4265.8498,0.9578726291656494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7656885385513306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000346.jpg,0.9667364954948425,4267.6227,0.977901816368103,0.0,0.0,0.0,0.0,0.9640113115310669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9582962989807129,0.0,0.0,0.0,0.0,0.0
2007_000452.jpg,0.2674841284751892,4193.7864,0.850001871585846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07921161502599716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14072300493717194,0.0,0.0
2007_000464.jpg,0.9864129424095154,4203.2351,0.9981908798217773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9746350049972534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000491.jpg,0.9458975791931152,4292.6204,0.9372521042823792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9545431137084961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000529.jpg,0.5236003398895264,4221.868,0.9598594903945923,0.0,0.0,0.0,0.610941469669342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000559.jpg,0.6459433436393738,4210.0415,0.9590378403663635,0.0,0.0,0.0,0.0,0.7406921982765198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.884043276309967
2007_000572.jpg,0.41842541098594666,4185.1523,0.9137922525405884,0.0,0.3414838910102844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000629.jpg,0.3188125193119049,4209.6446,0.9076469540596008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6864156126976013,0.0
2007_000636.jpg,0.6388677358627319,4159.4017,0.9793713688850403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9372318387031555,0.0
2007_000661.jpg,0.4738580882549286,4149.1854,0.9812294840812683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914202868938446,0.0,0.0
2007_000663.jpg,0.4805726706981659,4198.6086,0.7642096281051636,0.0,0.0,0.0,0.0,0.0,0.9080194234848022,0.25006160140037537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007_000676.jpg,0.9902100563049316,4196.8148,0.9953667521476746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985053300857544,0.0,0.0,0.0
